stars_review,useful,funny,cool,postal_code,stars_business,review_count,review_words_count,negative,neutral,positive,compound,0,1,2,3,4,5,6,7,8,9
5,2,0,2,85034,5,1936,89,0.015,0.682,0.303,0.9847,0,0.4609572,0,0,0,0,0,0,0,0.5056993
5,1,0,2,85003,4.5,1107,88,0.028,0.838,0.135,0.8427,0,0,0,0,0,0,0,0.60848653,0,0.34937614
5,0,0,0,85053,4,152,91,0.023,0.718,0.259,0.9779,0,0,0,0.9653402,0,0,0,0,0,0
5,0,0,0,85034,5,1936,234,0.007,0.875,0.119,0.973,0,0,0,0,0,0,0,0.5299541,0.29089317,0.16453014
4,4,2,3,85006,4,497,85,0.035,0.75,0.215,0.9398,0,0.94997925,0,0,0,0,0,0,0,0
3,4,1,2,85006,4,497,211,0.026,0.748,0.226,0.9912,0,0.98161083,0,0,0,0,0,0,0,0
5,0,0,1,85013,4,279,202,0.009,0.841,0.151,0.9755,0,0,0,0,0.8286498,0.15179871,0,0,0,0
5,1,0,0,85013,4,279,181,0,0.849,0.151,0.9725,0,0,0,0,0.907944,0.06978571,0,0,0,0
5,2,1,0,85013,4,279,159,0.016,0.839,0.145,0.974,0,0,0,0,0.34128892,0,0,0,0.29521844,0.34160596
5,0,0,1,85013,4,279,79,0.028,0.723,0.249,0.9521,0,0,0,0.9498595,0,0,0,0,0,0
5,0,0,0,85034,5,1936,184,0.117,0.712,0.17,0.8255,0,0,0,0.672277,0,0.14857474,0,0,0.15655026,0
4,1,1,2,85032,3.5,269,255,0.018,0.772,0.21,0.9936,0,0.09398004,0,0.63242775,0,0.2648382,0,0,0,0
5,0,0,0,85042,4,438,86,0,0.677,0.323,0.9836,0,0,0,0,0.75320137,0,0.21478601,0,0,0
4,0,0,0,85014,3.5,466,88,0.026,0.729,0.245,0.9601,0,0,0,0,0,0,0,0.9699068,0,0
5,0,0,0,85023,4,1600,82,0.061,0.668,0.272,0.9669,0,0,0.45112324,0.47570324,0,0,0,0,0,0
5,0,0,0,85037,4.5,296,88,0.016,0.656,0.329,0.9851,0,0,0,0,0,0.9608586,0,0,0,0
3,1,1,1,85016,3.5,579,114,0.089,0.861,0.05,-0.2714,0,0,0.6641796,0.306003,0,0,0,0,0,0
5,0,0,0,85028,4,687,93,0.029,0.572,0.399,0.9898,0,0,0,0,0,0,0.8167825,0,0.1361357,0
5,0,0,0,85013,4,328,112,0.041,0.627,0.332,0.9869,0,0,0,0,0,0,0,0.9666156,0,0
5,0,0,0,85034,5,1936,112,0.094,0.868,0.038,-0.5264,0,0.4928354,0,0,0,0.4737304,0,0,0,0
5,2,0,0,85014,4,811,108,0.021,0.747,0.232,0.9611,0,0.5901468,0,0,0,0,0,0.37504643,0,0
5,0,1,1,85020,4.5,266,76,0,0.727,0.273,0.9626,0.66574943,0,0,0.29420283,0,0,0,0,0,0
4,0,0,0,85007,4,289,81,0,0.795,0.205,0.9359,0,0,0,0,0,0,0,0.6582745,0,0.3053472
5,0,0,0,85022,4,483,78,0.139,0.543,0.318,0.9479,0,0,0,0,0,0,0,0,0.9570957,0
5,1,0,1,85014,4,811,101,0.014,0.787,0.199,0.9447,0,0,0.93060726,0,0,0,0,0,0,0
5,12,13,5,85034,5,1936,174,0.019,0.802,0.179,0.9821,0,0.6174615,0,0,0,0.11419262,0,0,0.15187736,0.09968402
5,1,1,1,85035,4.5,122,106,0,0.656,0.344,0.9925,0,0,0,0,0,0.45051137,0.50237,0,0,0
5,5,0,3,85035,4.5,122,106,0,0.656,0.344,0.9925,0,0,0,0,0,0.44717947,0.5057022,0,0,0
5,4,0,2,85035,4.5,122,78,0,0.731,0.269,0.9634,0,0,0,0,0,0.9249749,0,0,0,0
5,2,0,1,85023,4,1600,213,0.031,0.768,0.201,0.9867,0,0,0.6932793,0.285821,0,0,0,0,0,0
3,0,0,0,85022,4,483,132,0.102,0.729,0.169,0.9182,0,0,0,0.23979905,0,0.60840076,0,0,0.121197715,0
5,2,0,4,85006,4.5,141,98,0,0.586,0.414,0.9921,0,0,0,0,0,0,0,0,0.95483005,0
5,0,0,0,85014,4,464,87,0.016,0.742,0.242,0.9672,0.93065995,0,0,0,0,0,0,0,0,0
5,3,0,4,85034,3.5,138,80,0.028,0.713,0.259,0.9661,0,0,0,0.94372696,0,0,0,0,0,0
3,2,0,0,85037,4.5,296,141,0.136,0.745,0.119,-0.1365,0,0,0,0.5760189,0,0,0.38586846,0,0,0
5,0,1,0,85037,4.5,296,76,0.025,0.686,0.289,0.9659,0,0,0,0.37151757,0.59367335,0,0,0,0,0
5,4,1,2,85042,3.5,427,97,0.024,0.666,0.31,0.9813,0,0.8215046,0,0.1508893,0,0,0,0,0,0
5,1,0,1,85042,3.5,427,146,0,0.872,0.128,0.953,0,0.19374962,0,0,0,0,0.7851696,0,0,0
4,7,4,3,85004,4,1972,299,0.051,0.785,0.165,0.9845,0,0,0.21096225,0,0.15360446,0,0.6256578,0,0,0
1,0,0,0,85014,3.5,563,93,0.211,0.693,0.097,-0.8718,0,0,0,0,0,0,0.65571797,0.30948237,0,0
5,1,0,0,85034,5,1936,76,0.023,0.641,0.336,0.9796,0,0,0,0.12692198,0,0.40251857,0.42053708,0,0,0
4,1,0,0,85014,4,464,122,0,0.771,0.229,0.9792,0,0,0.43035105,0.5293382,0,0,0,0,0,0
5,6,0,0,85013,4,328,130,0.045,0.686,0.268,0.979,0,0,0,0,0,0,0,0.3130494,0.6619419,0
4,2,0,2,85006,3.5,157,216,0.009,0.845,0.145,0.9715,0,0,0,0,0,0,0,0.97739136,0,0
5,3,2,3,85018,4,107,92,0,0.785,0.215,0.9652,0,0,0.31862837,0,0,0,0.49232,0,0,0.16102043
4,3,0,1,85014,3.5,466,89,0.014,0.547,0.439,0.9937,0,0,0,0,0.11728499,0,0.16537839,0.6838102,0,0
2,0,0,0,85050,3,81,76,0.14,0.826,0.034,-0.7321,0.45870656,0,0,0,0,0,0,0.49841702,0,0
5,1,0,0,85027,4.5,153,146,0.018,0.897,0.085,0.8539,0.18167487,0,0,0.7966612,0,0,0,0,0,0
5,1,0,0,85027,4.5,153,195,0.042,0.779,0.179,0.9747,0,0,0,0.2204536,0,0.76612437,0,0,0,0
3,0,0,0,85004,4,1972,86,0,0.83,0.17,0.9337,0,0,0,0,0,0,0,0.26243094,0.6929242,0
5,1,1,1,85004,4.5,136,96,0.075,0.666,0.259,0.9744,0,0,0,0,0,0,0,0.93996704,0,0
1,4,4,2,85018,3.5,343,121,0.138,0.768,0.094,-0.6416,0,0,0,0,0,0.81925297,0,0,0.14729077,0
2,0,0,0,85027,2.5,46,144,0.045,0.877,0.078,0.6105,0,0,0,0,0,0.96396357,0,0,0,0
2,0,0,0,85014,4,811,137,0.09,0.759,0.151,0.7463,0,0.9653425,0,0,0,0,0,0,0,0
4,1,0,1,85023,4,1600,93,0.071,0.85,0.078,0.1593,0,0,0,0.3864537,0,0.110658504,0,0,0.46398443,0
5,1,1,0,85003,4.5,1107,118,0.025,0.7,0.275,0.9816,0,0,0.06367379,0,0,0.7029263,0.20003688,0,0,0
5,0,0,0,85023,4,1600,86,0,0.858,0.142,0.8718,0,0,0,0.9499778,0,0,0,0,0,0
3,3,2,2,85016,3.5,156,75,0,0.877,0.123,0.8316,0,0,0,0.9623075,0,0,0,0,0,0
5,0,0,1,85032,4,130,156,0.1,0.744,0.156,0.8549,0,0,0,0,0,0,0,0,0,0.9742659
5,0,0,0,85032,4,497,103,0,0.753,0.247,0.9795,0,0,0,0,0,0,0,0.22717021,0,0.73935044
5,0,0,0,85022,4,483,140,0.06,0.76,0.18,0.9675,0.22231919,0,0,0.48074204,0,0,0.2750536,0,0,0
5,1,1,1,85018,4,513,114,0,0.819,0.181,0.9178,0.15316021,0.37748972,0,0,0.4443208,0,0,0,0,0
5,5,4,5,85018,4,513,124,0.128,0.625,0.246,0.9505,0,0.14929742,0,0,0.09016412,0,0,0.7398207,0,0
5,1,1,1,85018,4,513,144,0.023,0.712,0.265,0.9883,0,0.97425616,0,0,0,0,0,0,0,0
5,3,0,3,85054,3.5,135,293,0.074,0.716,0.21,0.9896,0,0,0,0.9867247,0,0,0,0,0,0
5,2,0,3,85034,5,1936,86,0.033,0.746,0.222,0.9214,0,0,0,0,0,0,0,0,0,0.9524851
5,4,1,3,85006,4.5,453,197,0.036,0.868,0.096,0.9067,0.2772724,0,0,0.5392519,0,0.16634524,0,0,0,0
5,0,0,0,85034,5,1936,267,0.034,0.782,0.184,0.99,0,0.17832644,0,0,0,0,0,0,0,0.80761534
5,2,0,1,85053,4,159,96,0.018,0.823,0.159,0.91,0,0.97185576,0,0,0,0,0,0,0,0
5,0,0,0,85020,4.5,266,77,0.032,0.879,0.089,0.6249,0,0,0,0.9607379,0,0,0,0,0,0
5,1,0,0,85014,3.5,563,81,0,0.768,0.232,0.9536,0.090300106,0,0,0.42672834,0,0,0,0.44161144,0,0
5,0,0,2,85034,5,1936,119,0,0.942,0.058,0.6147,0,0,0,0,0,0,0,0,0.4818011,0.4847481
4,1,0,0,85020,4,281,159,0,0.788,0.212,0.9848,0,0.07289288,0,0,0,0.9003936,0,0,0,0
5,1,1,1,85054,4.5,311,121,0.058,0.747,0.195,0.9403,0,0,0,0,0,0,0,0.9735167,0,0
2,2,0,0,85014,4,464,142,0.141,0.809,0.05,-0.9277,0,0,0,0,0,0,0,0.97093,0,0
4,0,0,0,85027,3,20,91,0.11,0.672,0.218,0.8926,0,0,0,0,0,0.6974207,0,0,0.27293223,0
3,3,0,0,85028,4,687,123,0.03,0.713,0.257,0.977,0,0,0,0,0,0,0,0,0,0.9437243
4,4,3,4,85028,4,687,113,0.047,0.609,0.344,0.9892,0,0,0.37795287,0,0,0,0.57758427,0,0,0
4,0,0,0,85014,4,811,240,0.055,0.802,0.143,0.9707,0,0,0.5325139,0.3490922,0.068210155,0.03513953,0,0,0,0
3,1,0,0,85017,2.5,47,180,0.046,0.841,0.113,0.927,0.13435389,0,0,0.26229882,0,0.3111586,0.27591917,0,0,0
5,5,1,2,85006,4.5,453,111,0,0.786,0.214,0.9573,0,0,0,0.55782145,0,0,0.41456962,0,0,0
4,16,11,17,85034,3.5,33,116,0,0.781,0.219,0.9682,0,0,0.6974948,0,0,0,0,0.26907593,0,0
5,5,0,0,85007,3.5,41,153,0.042,0.803,0.155,0.943,0,0,0,0.10935003,0,0,0.85982394,0,0,0
4,0,0,1,85051,3.5,56,93,0.108,0.65,0.242,0.9394,0,0,0,0,0,0.17279394,0.57033026,0.21567106,0,0
5,1,0,0,85054,4.5,311,115,0,0.649,0.351,0.9927,0,0,0,0,0,0,0,0.9624639,0,0
4,9,0,8,85017,4,147,82,0,0.75,0.25,0.9636,0,0,0,0,0,0.96398544,0,0,0,0
5,4,1,2,85054,3.5,386,221,0,0.787,0.213,0.9928,0,0,0,0.13517016,0.063888475,0.3640717,0.3537614,0,0,0.07461771
4,2,0,1,85017,4,147,81,0.016,0.724,0.261,0.9583,0,0,0,0,0,0,0,0.94997925,0,0
5,3,1,4,85022,3.5,151,240,0.015,0.735,0.25,0.9937,0,0,0.79596204,0,0,0.18736112,0,0,0,0
5,0,0,0,85018,4,513,189,0.017,0.713,0.27,0.9947,0,0.2537544,0.18259756,0.5440933,0,0,0,0,0,0
5,10,3,12,85085,3.5,153,234,0.044,0.716,0.239,0.9948,0,0,0,0,0,0,0,0.97998047,0,0
5,0,0,0,85048,4.5,184,97,0.029,0.559,0.412,0.9927,0,0,0,0.26065496,0,0,0,0,0.25561377,0.45038489
1,5,0,1,85018,4,513,157,0.143,0.781,0.076,-0.8674,0.46712017,0.5099992,0,0,0,0,0,0,0,0
5,2,1,1,85020,4,840,149,0.045,0.77,0.185,0.961,0,0,0,0,0.39152423,0,0.58421755,0,0,0
5,2,1,0,85032,4.5,143,78,0,0.631,0.369,0.9806,0,0,0,0.1525888,0,0,0,0,0,0.8003053
1,2,1,1,85013,4,279,131,0.133,0.725,0.142,0.4814,0,0,0,0,0,0,0,0.962438,0,0
3,1,0,0,85013,4,279,128,0.083,0.668,0.25,0.9672,0,0,0,0.97793674,0,0,0,0,0,0
4,4,2,0,85013,4,279,71,0.03,0.68,0.289,0.9633,0,0,0.95258796,0,0,0,0,0,0,0
5,3,1,2,85035,4.5,122,70,0,0.785,0.215,0.9225,0,0,0,0.9356914,0,0,0,0,0,0
4,5,0,5,85004,4,1972,106,0.088,0.725,0.186,0.8662,0,0,0.23673482,0,0,0,0,0,0.72515583,0
5,2,0,0,85023,4,1600,128,0.046,0.853,0.101,0.8056,0,0,0.5827576,0.29443473,0,0,0.09778999,0,0,0
5,0,0,0,85032,4,130,94,0,0.621,0.379,0.9924,0,0,0.41278756,0,0,0,0,0,0.55083376,0
4,1,2,0,85020,4.5,132,83,0,0.724,0.276,0.9696,0,0,0.93569446,0,0,0,0,0,0,0
2,0,0,0,85044,3,96,103,0.216,0.73,0.054,-0.9544,0,0,0,0,0,0,0,0.0824643,0,0.875348
5,0,0,0,85014,4,395,275,0.029,0.839,0.132,0.9682,0,0,0,0,0,0.8771229,0,0,0.043786958,0.06794738
5,5,0,3,85014,4,395,158,0.042,0.686,0.272,0.9898,0,0,0.28778455,0,0,0.6879574,0,0,0,0
5,2,0,2,85023,4.5,411,112,0,0.747,0.253,0.9785,0,0,0,0,0,0.9709547,0,0,0,0
5,0,0,1,85023,4,1600,108,0,0.714,0.286,0.9873,0,0,0,0,0,0.9548251,0,0,0,0
4,0,0,0,85054,4,213,87,0.013,0.839,0.148,0.9117,0,0,0,0.9571179,0,0,0,0,0,0
5,0,0,0,85040,4.5,65,76,0.042,0.652,0.306,0.9707,0,0,0,0,0,0,0,0,0.9307437,0
4,5,2,1,85013,4,279,169,0.023,0.767,0.211,0.9854,0,0,0.38523704,0,0,0,0,0,0.59651846,0
5,0,0,0,85013,4,279,75,0,0.726,0.274,0.9643,0,0,0,0,0,0,0.9624241,0,0,0
4,1,0,0,85013,4,279,77,0.016,0.744,0.241,0.9534,0,0,0,0.5257135,0,0,0.44216654,0,0,0
4,0,1,1,85013,4,279,79,0.025,0.769,0.206,0.9336,0,0,0.6260066,0,0,0,0.34313762,0,0,0
5,4,3,3,85003,3.5,127,137,0.036,0.735,0.229,0.9789,0,0,0.40464452,0,0,0,0,0.57248783,0,0
5,2,0,0,85015,4.5,137,99,0,0.714,0.286,0.9783,0,0,0,0,0,0.6729901,0.29170924,0,0,0
5,2,0,2,85006,4.5,141,144,0.024,0.755,0.221,0.9802,0,0.6161569,0,0,0,0,0,0,0.3631788,0
5,1,2,5,85032,4,497,174,0.008,0.723,0.269,0.9895,0,0,0,0,0.13232124,0.8422417,0,0,0,0
5,1,0,1,85006,4.5,141,184,0.018,0.737,0.245,0.9926,0,0,0,0,0,0,0,0.9768856,0,0
3,0,0,0,85225,3,33,73,0.247,0.599,0.154,-0.8689,0,0.7240401,0,0.23383108,0,0,0,0,0,0
5,1,1,1,85012,3.5,228,86,0.085,0.72,0.195,0.8869,0,0,0,0,0.24652964,0.71345496,0,0,0,0
4,1,0,0,85004,3,90,150,0,0.783,0.217,0.9845,0,0,0.16538955,0,0,0,0.14374076,0.6713576,0,0
3,0,0,1,85034,3.5,33,111,0.025,0.746,0.229,0.9663,0,0,0.13431004,0,0,0,0,0.8389527,0,0
3,0,0,0,85017,4,147,97,0,0.851,0.149,0.886,0,0,0,0,0,0,0,0.7383739,0.23386404,0
3,0,0,1,85225,3,33,87,0.031,0.841,0.128,0.7814,0,0,0,0,0,0.14372873,0.3423838,0,0.48694587,0
5,0,0,0,85034,5,1936,133,0.019,0.705,0.275,0.9874,0,0,0,0,0,0.96398216,0,0,0,0
5,0,0,0,85022,4,483,82,0,0.762,0.238,0.9654,0.22854462,0,0,0.72933495,0,0,0,0,0,0
5,30,15,25,85003,4.5,1107,154,0.034,0.818,0.149,0.9405,0,0,0,0,0,0,0.9708664,0,0,0
4,3,0,2,85016,4,279,142,0.028,0.927,0.046,0.4798,0,0,0,0,0,0,0.59333974,0.38298902,0,0
5,2,1,0,85014,4,811,158,0.044,0.764,0.191,0.9731,0,0.6816072,0,0,0,0.09709155,0.07124878,0.1342011,0,0
4,3,2,3,85028,4,687,243,0.017,0.795,0.188,0.9889,0,0.40540722,0.5809523,0,0,0,0,0,0,0
4,0,0,0,85016,3.5,579,74,0.028,0.734,0.238,0.9344,0,0,0,0,0,0,0,0.23471639,0,0.7117767
4,0,0,0,85014,3.5,466,188,0.088,0.73,0.182,0.971,0.969989,0,0,0,0,0,0,0,0,0
5,1,0,0,85023,4,1600,78,0.074,0.824,0.102,0.4867,0,0,0,0,0,0,0.9307378,0,0,0
2,3,0,0,85018,3.5,343,111,0.225,0.613,0.162,-0.8471,0,0,0,0,0,0,0,0.9499822,0,0
4,1,1,1,85034,3,82,89,0,0.767,0.233,0.964,0.74888927,0.21472988,0,0,0,0,0,0,0,0
2,0,0,0,85004,2.5,412,257,0.058,0.854,0.088,0.7594,0,0,0.41619238,0,0,0.5680453,0,0,0,0
5,0,0,0,85020,4,840,133,0,0.734,0.266,0.9897,0,0,0.42261288,0,0,0,0,0,0,0.5409699
5,2,1,2,85020,4,840,134,0,0.736,0.264,0.9897,0,0,0.37302178,0.10341046,0,0,0,0,0,0.49169892
1,1,0,0,85018,3.5,343,78,0.053,0.764,0.183,0.7543,0,0,0,0,0,0.5828865,0.27765518,0,0.10426718,0
1,0,0,0,85051,2.5,227,233,0.093,0.74,0.167,0.9467,0,0,0,0,0,0,0,0.9677975,0,0
5,6,0,0,85023,4.5,411,77,0,0.8,0.2,0.9359,0.14128861,0.5343183,0,0,0,0.28753653,0,0,0,0
3,0,0,0,85003,4.5,1107,194,0.179,0.732,0.088,-0.9447,0,0,0,0,0,0.94329095,0.03276048,0,0,0
5,15,4,7,85034,5,1936,285,0.029,0.79,0.182,0.9926,0,0,0,0,0,0,0,0,0.085018314,0.8954225
4,2,1,3,85003,4.5,1107,147,0,0.804,0.196,0.9772,0,0,0.2712884,0,0,0.708564,0,0,0,0
5,1,0,1,85020,4,840,83,0.014,0.64,0.345,0.9872,0,0.9499114,0,0,0,0,0,0,0,0
4,1,0,0,85042,4,438,193,0.011,0.778,0.211,0.9899,0.5431854,0,0,0.17379782,0.26588967,0,0,0,0,0
5,0,0,0,85028,4,687,84,0,0.675,0.325,0.9859,0,0,0,0.96664685,0,0,0,0,0,0
5,0,0,0,85054,3.5,340,80,0.029,0.791,0.18,0.9245,0,0,0,0,0,0,0.9525761,0,0,0
5,0,0,0,85054,3.5,340,184,0.016,0.861,0.123,0.9535,0,0,0,0.97952646,0,0,0,0,0,0
5,2,0,0,85018,4.5,79,89,0.021,0.68,0.299,0.9785,0.5741275,0,0,0,0,0,0,0,0,0.37879384
5,3,2,2,85028,4,687,106,0.091,0.667,0.241,0.9626,0,0.58077645,0,0,0,0,0,0,0,0.38280913
5,1,0,0,85023,4,1600,168,0.013,0.735,0.252,0.9913,0,0,0,0,0.38701007,0,0,0,0.59244406,0
5,0,0,0,85006,4.5,453,103,0,0.7,0.3,0.9739,0,0,0,0.23265295,0,0.69787675,0.049366366,0,0,0
3,5,0,1,85018,4,513,166,0.116,0.709,0.174,0.9263,0,0.13861787,0.63156843,0,0,0,0,0,0,0.20857427
3,2,0,0,85006,4.5,453,70,0.111,0.691,0.198,0.7735,0.93981004,0,0,0,0,0,0,0,0,0
5,0,1,0,85016,4,308,101,0,0.668,0.332,0.9864,0,0,0.36299595,0,0,0,0,0.1749802,0.10817422,0.32774538
5,0,0,0,85003,4.5,1107,189,0.026,0.742,0.232,0.9908,0,0,0,0,0,0,0.29170182,0.24390978,0.4431664,0
4,1,0,0,85018,4,513,108,0.051,0.796,0.153,0.8939,0,0,0,0,0,0,0,0,0,0.9549822
5,7,2,2,85003,5,173,134,0.014,0.825,0.161,0.958,0,0,0,0.5137401,0,0.175057,0.28785267,0,0,0
5,7,4,4,85034,5,1936,163,0,0.77,0.23,0.9845,0,0,0,0,0,0,0,0.8944327,0.0788085,0
5,2,0,0,85034,5,1936,70,0,0.731,0.269,0.9729,0,0.93998736,0,0,0,0,0,0,0,0
5,1,1,1,85018,4,109,70,0.088,0.79,0.122,0.296,0.95709974,0,0,0,0,0,0,0,0,0
5,4,0,0,85016,4.5,381,112,0,0.806,0.194,0.9659,0,0,0,0,0,0,0,0,0.74138564,0.22995055
5,2,2,2,85013,4.5,93,151,0.036,0.68,0.284,0.9906,0,0,0.23300402,0,0,0,0,0.74691135,0,0
5,1,0,0,85020,4,840,190,0.024,0.837,0.139,0.9734,0.7424327,0,0,0,0,0,0.24016222,0,0,0
5,3,1,2,85014,3.5,563,102,0.023,0.821,0.156,0.9265,0.21644819,0,0,0,0,0,0,0.74142843,0,0
5,1,1,1,85042,4,128,94,0,0.796,0.204,0.9527,0,0.28020957,0,0.60602117,0,0,0,0.08032872,0,0
5,2,2,2,85013,4.5,93,126,0,0.646,0.354,0.9932,0,0,0.19409744,0,0,0,0,0,0,0.77917176
5,1,0,0,85023,3.5,110,85,0,0.811,0.189,0.9442,0.6326294,0,0.32731363,0,0,0,0,0,0,0
5,0,0,0,85016,4,190,91,0.059,0.673,0.269,0.9636,0,0.69559723,0,0,0,0.12585081,0.14520544,0,0,0
4,0,0,0,85017,4,147,123,0.021,0.847,0.132,0.9217,0,0,0.9666503,0,0,0,0,0,0,0
4,1,0,0,85028,4,687,190,0.011,0.685,0.305,0.9954,0,0,0,0,0,0.25598633,0,0,0,0.7204751
5,3,0,2,85034,5,1936,151,0.059,0.811,0.131,0.8639,0,0,0,0,0,0.968952,0,0,0,0
5,1,1,0,85016,4,190,273,0.052,0.681,0.266,0.9962,0,0.14668557,0,0,0,0.83902144,0,0,0,0
4,0,0,0,85050,3.5,284,140,0,0.783,0.217,0.9837,0,0,0,0.9718652,0,0,0,0,0,0
3,1,0,0,85034,2.5,113,117,0.013,0.751,0.236,0.9749,0,0,0.9608595,0,0,0,0,0,0,0
5,7,3,7,85003,4.5,1107,222,0.027,0.833,0.14,0.9731,0,0,0,0,0,0,0.23054376,0,0.7520578,0
5,4,6,6,85003,4.5,1107,150,0.014,0.788,0.198,0.9781,0,0,0,0,0,0,0.4937327,0,0.48234394,0
4,4,3,5,85054,3.5,392,79,0.104,0.71,0.186,0.8265,0,0,0.96881753,0,0,0,0,0,0,0
4,2,0,1,85013,4,328,105,0,0.758,0.242,0.9597,0,0.02871106,0,0,0,0,0,0,0,0.9483847
4,4,0,3,85034,3,60,203,0.015,0.722,0.263,0.9942,0,0.26326564,0,0,0,0.72072726,0,0,0,0
5,1,0,1,85004,4,1972,85,0.035,0.694,0.271,0.9685,0.6662952,0,0,0,0,0.28657818,0,0,0,0
5,0,0,0,85028,4,687,160,0.039,0.749,0.212,0.9832,0,0,0.31689447,0,0,0,0,0,0.65549856,0
5,3,3,3,85014,4,464,265,0.022,0.785,0.193,0.9935,0.22213495,0,0,0.76213044,0,0,0,0,0,0
5,0,0,0,85034,5,1936,142,0.035,0.863,0.101,0.8425,0,0,0,0,0,0,0,0,0.974263,0
5,3,0,0,85020,4,120,79,0.027,0.727,0.246,0.9571,0.939851,0,0,0,0,0,0,0,0,0
4,0,0,0,85004,2.5,412,73,0.026,0.785,0.189,0.915,0.12175217,0,0.81155306,0,0,0,0,0,0,0
3,2,0,1,85008,4,23,190,0.019,0.821,0.16,0.9625,0,0,0,0.07709626,0,0.3068808,0,0,0.48898044,0.1166286
5,0,0,0,85042,4,438,146,0,0.746,0.254,0.9898,0,0,0.7203244,0,0,0,0.25538874,0,0,0
5,2,0,2,85031,3,10,139,0.046,0.656,0.298,0.9881,0,0,0,0,0,0.33652583,0,0,0.059937082,0.5840659
5,1,0,1,85031,3,10,219,0.021,0.718,0.26,0.9946,0,0,0,0,0,0,0,0,0.979534,0
1,2,0,1,85018,3.5,19,98,0.234,0.689,0.077,-0.9532,0,0,0,0.95898867,0,0,0,0,0,0
5,0,0,0,85018,4,513,92,0,0.711,0.289,0.9795,0,0.7770236,0,0,0,0,0.18292192,0,0,0
5,0,0,0,85085,4,188,79,0,0.695,0.305,0.9692,0,0,0,0,0,0.58154434,0,0,0,0.3651066
4,0,0,0,85085,4,188,99,0.113,0.758,0.129,0.533,0,0,0,0,0,0,0,0,0,0.94373256
1,11,2,0,85028,4,687,285,0.063,0.906,0.031,-0.7777,0.6763945,0,0,0,0.045734596,0,0,0.26328006,0,0
5,2,0,0,85003,4.5,1107,204,0.06,0.678,0.263,0.9935,0,0,0,0,0,0.23994853,0,0.6803119,0.06378722,0
4,0,0,0,85034,2.5,19,94,0,0.777,0.223,0.9624,0,0,0,0.9624826,0,0,0,0,0,0
5,1,1,2,85016,3.5,579,74,0,0.858,0.142,0.8442,0.21501635,0,0,0.73791134,0,0,0,0,0,0
4,2,0,0,85016,3.5,579,70,0,0.697,0.303,0.9738,0,0,0,0,0,0,0,0.28849566,0.6643743,0
3,0,0,0,85003,4,307,180,0.046,0.848,0.106,0.8442,0,0,0,0.97423255,0,0,0,0,0,0
2,0,0,0,85048,3.5,345,100,0.107,0.775,0.118,0.0276,0,0,0.9666542,0,0,0,0,0,0,0
4,0,0,0,85034,5,1936,73,0.042,0.837,0.122,0.7944,0,0.7107232,0,0,0,0,0,0.2165171,0,0
